GRID_ID,PrePost,plot,Grid_plot,GridPlotYear,alnvir,andpol,anepar,aneric,arclat,arcrub,betnan,betneo,betocc,calcan,callap,calstr.ine,caraqu,carbig,carcan,carcap1,carcho,carcon1,cargyn,carliv,carmem,carpra1,carrot,carsci,carvag,chacal,corcan,dipcom,drorot,dryint.syl,empnig,epiang,epigla,epilat,epipal,equarv,equflu,equpra,equsci,equsyl,equvar,eriang,eribra,erisch,erivag,fesalt,galbor,geoliv,hedalp,larlar,leddec,ledgro,linbor,luzmul,luzruf,lycann,moelat,myrgal,ortsec,oxymic,parnud,pedcap,pedint,pedlab,pedlan1,pedoed,petfri,picgla,picmar,pinvil,poaarc,poapal,polala,polbis,polviv,poptre,potfru,ribtri,rosaci,rubarc,rubcha,salarb,salbeb,salgla,salmyr,salpul,salret,salric,sanoff,sauang,saxhir,selsel,sencon,spirom,spiste,stelon2,thaalp,tofcoc,tofpus,tricae,vaculi,vacvit,vibedu
WC,post,11,WC11,WC11post,0,0,0,0,0,0,0,0,0,0,3.4,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0
WC,pre,11,WC11,WC11pre,0,0,0,0,0,0,20.33898305,0,0,0,0,0,0,40.6779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.11864407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86440678,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86440678,28.81355932,0
WC,post,12,WC12,WC12post,0,0,0,0,1.7,0,3.4,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,37.3,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,1.7,0
WC,pre,12,WC12,WC12pre,0,0,0,0,0,0,13.55932203,0,0,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3220339,0,0,0,0,0,20.33898305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.55932203,22.03389831,0
WC,post,13,WC13,WC13post,0,0,0,0,0,0,13.6,0,0,0,1.7,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,5.1,0
WC,pre,13,WC13,WC13pre,0,0,0,0,0,0,23.72881356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.33898305,0,0,0,0,0,38.98305085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.779661017,30.50847458,0
WC,post,14,WC14,WC14post,0,0,0,0,11.9,0,0,0,0,0,10.2,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0
WC,pre,14,WC14,WC14pre,0,0,0,0,0,0,23.72881356,0,0,0,0,0,0,10.16949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,37.28813559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.084745763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6440678,16.94915254,0
WC,post,15,WC15,WC15post,0,0,0,0,3.4,0,8.5,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,25.4,0,0,0,0,0,0,0,54.2,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,3.4,0
WC,pre,15,WC15,WC15pre,0,0,0,0,1.694915254,0,11.86440678,0,0,0,0,0,0,11.86440678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25423729,0,0,0,0,0,0,0,62.71186441,0,0,0,0,0,5.084745763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,8.474576271,0
WC,post,16,WC16,WC16post,0,0,0,0,20.3,0,0,0,0,0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0
WC,pre,16,WC16,WC16pre,0,0,0,0,0,0,13.55932203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.06779661,0,0,0,0,0,22.03389831,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86440678,32.20338983,0
WC,post,17,WC17,WC17post,0,0,0,0,0,0,0,0,0,0,5.1,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,5.1,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0
WC,pre,17,WC17,WC17pre,0,0,0,0,3.389830508,0,20.33898305,0,0,0,0,0,0,16.94915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.779661017,1.694915254,0,0,0,0,27.11864407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,3.389830508,33.89830508,0
WC,post,18,WC18,WC18post,0,0,0,0,0,0,6.8,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,27.1,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,10.2,0
WC,pre,18,WC18,WC18pre,0,0,0,0,0,0,15.25423729,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.94915254,0,0,0,0,0,20.33898305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25423729,30.50847458,0
WC,post,19,WC19,WC19post,0,0,0,0,0,0,0,3.4,0,0,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WC,pre,19,WC19,WC19pre,0,0,0,0,0,0,0,20.33898305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.779661017,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,5.084745763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.59322034,0,0,0,0,0,0,0,0,0,5.084745763,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.779661017,15.25423729,0
WC,post,1,WC1,WC1post,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0
WC,pre,1,WC1,WC1pre,0,0,0,0,0,0,22.03389831,0,0,0,0,0,0,23.72881356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.72881356,0,0,0,0,0,37.28813559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.16949153,33.89830508,0
WC,post,20,WC20,WC20post,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WC,pre,20,WC20,WC20pre,1.694915254,0,0,0,0,0,0,5.084745763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.084745763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,16.94915254,13.55932203,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,10.16949153,16.94915254,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.474576271,16.94915254,0
WC,post,21,WC21,WC21post,0,0,0,0,11.9,0,1.7,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,5.1,3.4,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,1.7,0
WC,pre,21,WC21,WC21pre,0,0,0,0,0,0,6.779661017,0,0,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,16.94915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,28.81355932,0,0,0,0,0,0,0,0,0,0,0,15.25423729,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.72881356,33.89830508,0
WC,post,22,WC22,WC22post,0,0,0,0,0,0,3.4,8.5,0,0,11.9,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,25.4,0,0,0,0,0,0,0,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0
WC,pre,22,WC22,WC22pre,8.474576271,0,0,0,0,0,3.389830508,15.25423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,1.694915254,3.389830508,0,0,0,0,0,3.389830508,0,0,0,0,10.16949153,5.084745763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.89830508,0,0,0,0,0,0,0,0,0,5.084745763,0,3.389830508,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.779661017,37.28813559,0
WC,post,24,WC24,WC24post,0,0,0,0,3.4,0,8.5,0,0,0,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.7,0
WC,pre,24,WC24,WC24pre,5.084745763,0,0,0,0,0,15.25423729,27.11864407,0,6.779661017,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.59322034,6.779661017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.94915254,32.20338983,0
WC,post,2,WC2,WC2post,0,0,0,0,0,0,5.1,0,0,0,0,0,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,5.1,0
WC,pre,2,WC2,WC2pre,0,0,0,0,0,0,11.86440678,0,0,0,0,0,0,20.33898305,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,16.94915254,0,0,0,0,0,22.03389831,0,0,0,0,0,0,0,0,5.084745763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.779661017,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25423729,30.50847458,0
WC,post,3,WC3,WC3post,0,1.7,0,0,0,0,11.9,0,0,0,1.7,0,0,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,6.8,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,20.3,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,18.6,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,28.8,0
WC,pre,3,WC3,WC3pre,0,0,0,0,0,0,22.03389831,0,0,0,0,0,0,23.72881356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.16949153,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,37.28813559,0,0,0,0,0,0,0,0,6.779661017,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,6.779661017,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,27.11864407,0
WC,post,4,WC4,WC4post,0,0,0,0,0,0,0,0,1.7,0,0,28.8,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0
WC,pre,4,WC4,WC4pre,0,0,0,0,0,0,35.59322034,0,0,0,0,0,0,15.25423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.28813559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.779661017,32.20338983,0
WC,post,5,WC5,WC5post,0,20.3,0,0,0,0,3.4,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,1.7,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,0,0,0,0,0,16.9,0,0,0,0,0,0,0,0,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,8.5,1.7,0
WC,pre,5,WC5,WC5pre,0,5.084745763,0,0,0,0,1.694915254,0,0,0,0,0,0,5.084745763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,25.42372881,0,0,0,0,1.694915254,15.25423729,0,0,0,0,0,0,0,0,10.16949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.55932203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,0
WC,post,6,WC6,WC6post,0,0,0,0,6.8,0,8.5,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,55.9,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,6.8,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.7,0
WC,pre,6,WC6,WC6pre,0,0,0,0,0,0,16.94915254,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.084745763,0,0,0,0,0,0,0,0,0,0,0,0,0,42.37288136,0,0,0,0,0,20.33898305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,0,1.694915254,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86440678,20.33898305,0
WC,post,7,WC7,WC7post,0,0,0,0,0,0,3.4,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,3.4,0
WC,pre,7,WC7,WC7pre,0,1.694915254,0,0,0,0,1.694915254,0,0,0,0,0,0,6.779661017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.03389831,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,38.98305085,0,0,0,0,0,15.25423729,0,0,0,0,0,0,0,0,5.084745763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.084745763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.779661017,11.86440678,0
WC,post,8,WC8,WC8post,0,0,0,0,1.7,0,0,0,0,0,32.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WC,pre,8,WC8,WC8pre,0,0,0,0,3.389830508,0,32.20338983,0,0,0,0,0,0,6.779661017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86440678,0,0,0,0,0,23.72881356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,5.084745763,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86440678,15.25423729,0
WC,post,9,WC9,WC9post,0,0,0,0,13.6,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WC,pre,9,WC9,WC9pre,0,0,0,0,0,0,23.72881356,8.474576271,3.389830508,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.72881356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.16949153,28.81355932,0
